vix_warning_low,vix_warning_high,vix_risk_low,vix_risk_high,vix_crash_th,vix_extreme_th,panic_drop_pct,risk_warning_pos,panic_reversal_pos,risk_warning_confirm_days,risk_warning_gap_buy_pct,risk_repair_vix_th,risk_repair_gap_buy_pct,risk_on_gap_buy_pct,panic_gap_buy_pct,cagr,max_dd,calmar,vol,sharpe,total_turnover,annual_turnover,trade_count,avg_position,time_in_market,worst_year,recovery_days,total_ret,score
15,20,20,30,30,45,0.02,0.7,0.4,2,0.25,20,0.67,1.0,0.5,0.09798173077086392,-0.13191861773197794,0.7427437647196671,0.09010683113763238,1.0873951456710662,195.4258681763912,17.952539826817627,524,0.6498927279320681,64.98927279320681,-0.06074017916094576,399,1.7663429418853909,0.23678933079090408
15,20,20,30,30,45,0.02,0.7,0.4,3,0.33,20,0.5,1.0,0.5,0.0979545883641888,-0.13191861773197752,0.7425380135744424,0.08989679565547608,1.089633814530984,192.8519895413972,17.716093858147715,515,0.6486265398224241,64.8626539822424,-0.06074017916094576,399,1.765598617335335,0.2436769587057776
15,20,20,30,30,45,0.02,0.7,0.4,3,0.33,20,0.5,1.0,1.0,0.09794591607246539,-0.13191861773197758,0.7424722738640622,0.08996655405694226,1.0886925380122126,194.2019895413972,17.84010982897267,514,0.6488817316562855,64.88817316562854,-0.06310885060411442,399,1.7653608359540405,0.23989073987064874
15,20,20,30,30,45,0.02,0.7,0.4,2,0.25,20,0.67,1.0,1.0,0.09791139098040147,-0.13191861773197755,0.7422105587804942,0.09017377376039222,1.0858078452008615,196.6758681763912,18.06736942943332,523,0.6501303203291113,65.01303203291113,-0.06310885060411442,399,1.7644143931883849,0.23281123677326127
15,20,20,30,30,45,0.02,0.7,0.4,2,0.33,20,0.67,1.0,0.5,0.09782365554802852,-0.1319186177319777,0.7415454863753899,0.09026481603951335,1.0837407069572522,196.53125839838836,18.054085042759393,526,0.6505283341389302,65.05283341389301,-0.06074017916094576,399,1.7620106089036742,0.2325446959683744
15,20,20,30,30,45,0.02,0.7,0.4,2,0.33,20,0.67,1.0,1.0,0.09775332588430752,-0.13191861773197786,0.7410123572012802,0.09033164127736287,1.0821604091544887,197.7812583983884,18.16891464537509,525,0.6507659265359735,65.07659265359736,-0.06310885060411442,399,1.760085080481172,0.22856667871579356
15,20,20,30,30,45,0.02,0.7,0.4,3,0.5,20,0.5,1.0,0.5,0.09773635461515573,-0.1319186177319776,0.7408837076638353,0.09011727105588435,1.0845463191461553,194.14999999999998,17.835333878269616,515,0.6495041951626298,64.95041951626298,-0.06074017916094576,399,1.759620613342086,0.2384454521915133
15,20,20,30,30,45,0.02,0.7,0.4,3,0.5,20,0.5,1.0,1.0,0.09772768404717058,-0.13191861773197774,0.7408179810201339,0.09018685891241626,1.0836133470628742,195.5,17.95934984909457,514,0.649759386996491,64.9759386996491,-0.06310885060411442,399,1.7593833459392187,0.23465924642306307
15,20,20,30,30,45,0.02,0.7,0.4,2,0.25,20,0.5,1.0,0.5,0.09767929470555181,-0.13191861773197772,0.7404511689472765,0.08982588933077311,1.087429197008665,193.13017578125,17.741649070448076,524,0.6484016058605264,64.84016058605265,-0.06074017916094576,399,1.7580595267842165,0.2408234577096005
15,20,20,30,30,45,0.02,0.7,0.4,2,0.25,20,0.5,1.0,1.0,0.0976089742899926,-0.1319186177319776,0.7399181098782223,0.08989304045026321,1.085834607452159,194.38017578125002,17.856478673063773,523,0.6486391982575698,64.86391982575698,-0.06310885060411442,399,1.7561367528482368,0.23684551056207565
15,20,20,30,30,45,0.02,0.7,0.4,2,0.33,20,0.5,1.0,0.5,0.09750784325370954,-0.13191861773197786,0.7391514930198746,0.08998775632757863,1.0835678900444616,194.2564991413972,17.84511728153806,526,0.6490562106425579,64.9056210642558,-0.06074017916094576,399,1.753373657043884,0.23641973544949885
15,20,20,30,30,45,0.02,0.7,0.4,2,0.33,20,0.5,1.0,1.0,0.09743753382181053,-0.13191861773197766,0.7386185172117009,0.09005478641244642,1.0819806220576826,195.5064991413972,17.959946884153755,525,0.6492938030396013,64.92938030396013,-0.06310885060411442,399,1.751454149849636,0.23244187156285462
15,20,20,30,30,45,0.02,0.7,0.4,2,0.5,20,0.67,1.0,0.5,0.0973326825268952,-0.13191861773197808,0.7378236991889054,0.09053308804448497,1.0751061808371005,198.49539231701618,18.234517616647423,526,0.651567328067089,65.15673280670889,-0.06074017916094576,399,1.7485938778510373,0.2234099315652483
15,20,20,30,30,45,0.02,0.7,0.4,2,0.5,20,0.67,1.0,1.0,0.09726238431628409,-0.1319186177319778,0.7372908084429326,0.09059971441097019,1.0735396347398105,199.74539231701618,18.34934721926312,525,0.6518049204641323,65.18049204641324,-0.06310885060411442,399,1.7466777028672662,0.21943215274080513
15,20,20,30,30,45,0.02,0.6,0.6,3,0.25,20,0.67,1.0,0.5,0.0981986249730813,-0.13344121697221828,0.7358942551724907,0.08909942243288554,1.10212414729231,199.12769113229336,18.292602914001545,512,0.6416830605565836,64.16830605565836,-0.06917471095669947,484,1.7722973567061722,0.212038383809605
15,20,20,30,30,45,0.02,0.6,0.6,3,0.33,20,0.67,1.0,0.5,0.09817934087827185,-0.133441216972218,0.7357497413914657,0.08919090126211797,1.1007775399615962,199.68299939879128,18.34361557605848,512,0.6420968059720259,64.20968059720259,-0.06917471095669947,484,1.7717674778013004,0.21036349016687245
15,20,20,30,30,45,0.02,0.6,0.6,3,0.25,20,0.67,1.0,1.0,0.09812788940734385,-0.13344121697221806,0.7353641673379949,0.08940682363812286,1.0975436260270224,203.60069113229338,18.70350916400155,511,0.6425230816759078,64.25230816759078,-0.07623955222814816,532,1.7703541695327218,0.19655277171946262
15,20,20,30,30,45,0.02,0.7,0.4,2,0.5,20,0.5,1.0,0.5,0.09699743759110069,-0.13191861773197777,0.7352823980324954,0.09026115111303666,1.0746310721168177,196.25,18.028247610663982,526,0.6501201754512606,65.01201754512606,-0.06074017916094576,399,1.7394667335888214,0.22705673058834225
15,20,20,30,30,45,0.02,0.6,0.6,3,0.33,20,0.67,1.0,1.0,0.09810417813033911,-0.13344121697221795,0.7351864765349383,0.08949792695985678,1.0961614582910122,204.1319993987913,18.75231709768826,511,0.6429326032265137,64.29326032265136,-0.07623955222814816,532,1.7697030704002001,0.19491084290580496
15,20,20,30,30,45,0.02,0.7,0.4,2,0.5,20,0.5,1.0,1.0,0.0969271608572213,-0.13191861773197777,0.7347496700894073,0.09032797727707519,1.07305802453545,197.5,18.14307721327968,525,0.6503577678483039,65.03577678483039,-0.06310885060411442,399,1.7375569215696491,0.22307911456678303
15,20,20,30,30,45,0.02,0.6,0.6,3,0.5,20,0.67,1.0,0.5,0.0980283345639843,-0.1334412169722175,0.7346181096684229,0.08933635705479055,1.0972949624962085,200.59787423776214,18.427659347420175,512,0.6427508797180393,64.27508797180394,-0.06917471095669947,484,1.7676213791982751,0.2067105453029799
15,20,20,30,30,45,0.02,0.6,0.6,3,0.25,20,0.5,1.0,0.5,0.09802052388734306,-0.13344121697221786,0.7345595769540283,0.08890602874535669,1.1025183024212224,197.5632568359375,18.14888821914642,512,0.6405520183693477,64.05520183693477,-0.06917471095669947,484,1.7674070789523704,0.21501514643679714
15,20,20,30,30,45,0.02,0.6,0.6,3,0.33,20,0.5,1.0,0.5,0.0979984604015467,-0.1334412169722183,0.7343942345935695,0.08899945702736471,1.1011130143346275,198.1274921560479,18.200720953218436,512,0.6409773846274658,64.09773846274658,-0.06917471095669947,484,1.7668018081366879,0.213294822054177
15,20,20,30,30,45,0.02,0.6,0.6,2,0.25,20,0.67,1.0,0.5,0.09798629122345504,-0.1334412169722178,0.7343030395462864,0.08914744559597017,1.0991486134952635,199.9034011322934,18.363862490837565,523,0.6419272897012509,64.19272897012509,-0.06917471095669947,484,1.7664680207461312,0.20830938087832102
